当前股票 603733 股票名字 仙鹤股份 评级为: A- .............. i =1 , i的余数为 1
当前股票 000928 股票名字 中钢国际 评级为: B  .............. i =1865 , i的余数为 1
当前股票 000530 股票名字 大冷股份 评级为: B  .............. i =1866 , i的余数为 0
当前股票 600232 股票名字 金鹰股份 评级为: B- .............. i =1867 , i的余数为 1
当前股票 002330 股票名字 得利斯 评级为: C- .............. i =1868 , i的余数为 0
当前股票 002186 股票名字 全聚德 评级为: B+ .............. i =1869 , i的余数为 1
当前股票 002292 股票名字 奥飞娱乐 评级为: D- .............. i =1870 , i的余数为 0
当前股票 000905 股票名字 厦门港务 评级为: B  .............. i =1871 , i的余数为 1
当前股票 002040 股票名字 南京港 评级为: A  .............. i =1872 , i的余数为 0
当前股票 002251 股票名字 步步高 评级为: A- .............. i =1873 , i的余数为 1
当前股票 002821 股票名字 凯莱英 评级为: A  .............. i =1874 , i的余数为 0
当前股票 600307 股票名字 酒钢宏兴 评级为: B- .............. i =1875 , i的余数为 1
当前股票 300294 股票名字 博雅生物 评级为: A  .............. i =1876 , i的余数为 0
当前股票 000927 股票名字 一汽夏利 评级为: D+ .............. i =1877 , i的余数为 1
当前股票 002634 股票名字 棒杰股份 评级为: C+ .............. i =1878 , i的余数为 0
当前股票 603668 股票名字 天马科技 评级为: B- .............. i =1879 , i的余数为 1
当前股票 601999 股票名字 出版传媒 评级为: B- .............. i =1880 , i的余数为 0
当前股票 300510 股票名字 金冠电气 评级为: D- .............. i =1881 , i的余数为 1
当前股票 000705 股票名字 浙江震元 评级为: B- .............. i =1882 , i的余数为 0
当前股票 600463 股票名字 空港股份 评级为: B- .............. i =1883 , i的余数为 1
当前股票 002455 股票名字 百川股份 评级为: A  .............. i =1884 , i的余数为 0
当前股票 002510 股票名字 天汽模 评级为: C+ .............. i =1885 , i的余数为 1
当前股票 603021 股票名字 山东华鹏 评级为: B- .............. i =1886 , i的余数为 0
当前股票 000888 股票名字 峨眉山Ａ 评级为: B+ .............. i =1887 , i的余数为 1
当前股票 000948 股票名字 南天信息 评级为: D  .............. i =1888 , i的余数为 0
当前股票 000623 股票名字 吉林敖东 评级为: A  .............. i =1889 , i的余数为 1
当前股票 600608 股票名字 ST沪科 评级为: B  .............. i =1890 , i的余数为 0
当前股票 600984 股票名字 建设机械 评级为: B  .............. i =1891 , i的余数为 1
当前股票 002606 股票名字 大连电瓷 评级为: B+ .............. i =1892 , i的余数为 0
当前股票 603196 股票名字 日播时尚 评级为: B  .............. i =1893 , i的余数为 1
当前股票 002217 股票名字 合力泰 评级为: A+ .............. i =1894 , i的余数为 0
当前股票 300058 股票名字 蓝色光标 评级为: B+ .............. i =1895 , i的余数为 1
当前股票 000785 股票名字 武汉中商 评级为: A- .............. i =1896 , i的余数为 0
当前股票 600665 股票名字 天地源 评级为: B  .............. i =1897 , i的余数为 1
当前股票 002618 股票名字 丹邦科技 评级为: B- .............. i =1898 , i的余数为 0
当前股票 603776 股票名字 永安行 评级为: A  .............. i =1899 , i的余数为 1
当前股票 002807 股票名字 江阴银行 评级为: B  .............. i =1900 , i的余数为 0
当前股票 000155 股票名字 川化股份 评级为: A  .............. i =1901 , i的余数为 1
当前股票 002868 股票名字 绿康生化 评级为: A- .............. i =1902 , i的余数为 0
当前股票 603444 股票名字 吉比特 评级为: A  .............. i =1903 , i的余数为 1
当前股票 600057 股票名字 象屿股份 评级为: B+ .............. i =1904 , i的余数为 0
当前股票 002026 股票名字 山东威达 评级为: A  .............. i =1905 , i的余数为 1
当前股票 300381 股票名字 溢多利 评级为: B+ .............. i =1906 , i的余数为 0
当前股票 601000 股票名字 唐山港 评级为: A  .............. i =1907 , i的余数为 1
当前股票 300013 股票名字 新宁物流 评级为: B  .............. i =1908 , i的余数为 0
当前股票 002472 股票名字 双环传动 评级为: A  .............. i =1909 , i的余数为 1
当前股票 603885 股票名字 吉祥航空 评级为: A  .............. i =1910 , i的余数为 0
当前股票 002061 股票名字 浙江交科 评级为: A  .............. i =1911 , i的余数为 1
当前股票 601789 股票名字 宁波建工 评级为: B- .............. i =1912 , i的余数为 0
当前股票 002321 股票名字 华英农业 评级为: B- .............. i =1913 , i的余数为 1
当前股票 002541 股票名字 鸿路钢构 评级为: B+ .............. i =1914 , i的余数为 0
当前股票 300040 股票名字 九洲电气 评级为: B  .............. i =1915 , i的余数为 1
当前股票 300094 股票名字 国联水产 评级为: B- .............. i =1916 , i的余数为 0
当前股票 300078 股票名字 思创医惠 评级为: B  .............. i =1917 , i的余数为 1
当前股票 000811 股票名字 冰轮环境 评级为: B+ .............. i =1918 , i的余数为 0
当前股票 601958 股票名字 金钼股份 评级为: B- .............. i =1919 , i的余数为 1
当前股票 601128 股票名字 常熟银行 评级为: B  .............. i =1920 , i的余数为 0
当前股票 600012 股票名字 皖通高速 评级为: A- .............. i =1921 , i的余数为 1
当前股票 603855 股票名字 华荣股份 评级为: B  .............. i =1922 , i的余数为 0
当前股票 603708 股票名字 家家悦 评级为: A  .............. i =1923 , i的余数为 1
当前股票 002393 股票名字 力生制药 评级为: B+ .............. i =1924 , i的余数为 0
当前股票 600859 股票名字 王府井 评级为: A  .............. i =1925 , i的余数为 1
当前股票 300314 股票名字 戴维医疗 评级为: C+ .............. i =1926 , i的余数为 0
当前股票 300375 股票名字 鹏翎股份 评级为: B  .............. i =1927 , i的余数为 1
当前股票 002589 股票名字 瑞康医药 评级为: A- .............. i =1928 , i的余数为 0
当前股票 603861 股票名字 白云电器 评级为: D- .............. i =1929 , i的余数为 1
当前股票 600909 股票名字 华安证券 评级为: B- .............. i =1930 , i的余数为 0
当前股票 300255 股票名字 常山药业 评级为: B+ .............. i =1931 , i的余数为 1
当前股票 600418 股票名字 江淮汽车 评级为: B- .............. i =1932 , i的余数为 0
当前股票 300292 股票名字 吴通控股 评级为: B- .............. i =1933 , i的余数为 1
当前股票 002348 股票名字 高乐股份 评级为: C  .............. i =1934 , i的余数为 0
当前股票 300197 股票名字 铁汉生态 评级为: A  .............. i =1935 , i的余数为 1
当前股票 603100 股票名字 川仪股份 评级为: A  .............. i =1936 , i的余数为 0
当前股票 300523 股票名字 辰安科技 评级为: A  .............. i =1937 , i的余数为 1
当前股票 600379 股票名字 宝光股份 评级为: A- .............. i =1938 , i的余数为 0
当前股票 300598 股票名字 诚迈科技 评级为: B+ .............. i =1939 , i的余数为 1
当前股票 002419 股票名字 天虹股份 评级为: A  .............. i =1940 , i的余数为 0
当前股票 601900 股票名字 南方传媒 评级为: B+ .............. i =1941 , i的余数为 1
当前股票 300532 股票名字 今天国际 评级为: B+ .............. i =1942 , i的余数为 0
当前股票 002125 股票名字 湘潭电化 评级为: B- .............. i =1943 , i的余数为 1
当前股票 601996 股票名字 丰林集团 评级为: B+ .............. i =1944 , i的余数为 0
当前股票 600650 股票名字 锦江投资 评级为: B  .............. i =1945 , i的余数为 1
当前股票 601002 股票名字 晋亿实业 评级为: B  .............. i =1946 , i的余数为 0
当前股票 000880 股票名字 潍柴重机 评级为: C+ .............. i =1947 , i的余数为 1
当前股票 601968 股票名字 宝钢包装 评级为: B- .............. i =1948 , i的余数为 0
当前股票 600279 股票名字 重庆港九 评级为: B+ .............. i =1949 , i的余数为 1
当前股票 002621 股票名字 三垒股份 评级为: C+ .............. i =1950 , i的余数为 0
当前股票 603328 股票名字 依顿电子 评级为: A  .............. i =1951 , i的余数为 1
当前股票 600714 股票名字 金瑞矿业 评级为: B- .............. i =1952 , i的余数为 0
当前股票 300043 股票名字 星辉娱乐 评级为: A- .............. i =1953 , i的余数为 1
当前股票 002841 股票名字 视源股份 评级为: A+ .............. i =1954 , i的余数为 0
当前股票 600633 股票名字 浙数文化 评级为: B+ .............. i =1955 , i的余数为 1
当前股票 600993 股票名字 马应龙 评级为: A- .............. i =1956 , i的余数为 0
当前股票 600506 股票名字 香梨股份 评级为: B- .............. i =1957 , i的余数为 1
当前股票 603726 股票名字 朗迪集团 评级为: A  .............. i =1958 , i的余数为 0
当前股票 000060 股票名字 中金岭南 评级为: A  .............. i =1959 , i的余数为 1
当前股票 002291 股票名字 星期六 评级为: D+ .............. i =1960 , i的余数为 0
当前股票 600050 股票名字 中国联通 评级为: B  .............. i =1961 , i的余数为 1
当前股票 600023 股票名字 浙能电力 评级为: B+ .............. i =1962 , i的余数为 0
当前股票 603369 股票名字 今世缘 评级为: A  .............. i =1963 , i的余数为 1
当前股票 600486 股票名字 扬农化工 评级为: A+ .............. i =1964 , i的余数为 0
当前股票 002911 股票名字 佛燃股份 评级为: A- .............. i =1965 , i的余数为 1
当前股票 600396 股票名字 金山股份 评级为: C  .............. i =1966 , i的余数为 0
当前股票 600249 股票名字 两面针 评级为: C- .............. i =1967 , i的余数为 1
当前股票 600458 股票名字 时代新材 评级为: C+ .............. i =1968 , i的余数为 0
当前股票 600131 股票名字 岷江水电 评级为: B+ .............. i =1969 , i的余数为 1
当前股票 002360 股票名字 同德化工 评级为: C+ .............. i =1970 , i的余数为 0
当前股票 600235 股票名字 民丰特纸 评级为: C+ .............. i =1971 , i的余数为 1
当前股票 600796 股票名字 钱江生化 评级为: B  .............. i =1972 , i的余数为 0
当前股票 600398 股票名字 海澜之家 评级为: A  .............. i =1973 , i的余数为 1
当前股票 600248 股票名字 延长化建 评级为: C+ .............. i =1974 , i的余数为 0
当前股票 002587 股票名字 奥拓电子 评级为: B+ .............. i =1975 , i的余数为 1
当前股票 002255 股票名字 海陆重工 评级为: B- .............. i =1976 , i的余数为 0
当前股票 002131 股票名字 利欧股份 评级为: B- .............. i =1977 , i的余数为 1
当前股票 000151 股票名字 中成股份 评级为: B+ .............. i =1978 , i的余数为 0
当前股票 300690 股票名字 双一科技 评级为: A  .............. i =1979 , i的余数为 1
当前股票 000931 股票名字 中关村 评级为: B  .............. i =1980 , i的余数为 0
当前股票 600816 股票名字 安信信托 评级为: B+ .............. i =1981 , i的余数为 1
当前股票 300228 股票名字 富瑞特装 评级为: B- .............. i =1982 , i的余数为 0
当前股票 601116 股票名字 三江购物 评级为: B  .............. i =1983 , i的余数为 1
当前股票 002303 股票名字 美盈森 评级为: B+ .............. i =1984 , i的余数为 0
当前股票 002742 股票名字 三圣股份 评级为: A  .............. i =1985 , i的余数为 1
当前股票 002522 股票名字 浙江众成 评级为: C+ .............. i =1986 , i的余数为 0
当前股票 000656 股票名字 金科股份 评级为: B  .............. i =1987 , i的余数为 1
当前股票 600345 股票名字 长江通信 评级为: A- .............. i =1988 , i的余数为 0
当前股票 600528 股票名字 中铁工业 评级为: B+ .............. i =1989 , i的余数为 1
当前股票 600657 股票名字 信达地产 评级为: A  .............. i =1990 , i的余数为 0
当前股票 300259 股票名字 新天科技 评级为: B  .............. i =1991 , i的余数为 1
当前股票 600600 股票名字 青岛啤酒 评级为: B+ .............. i =1992 , i的余数为 0
当前股票 002598 股票名字 山东章鼓 评级为: B+ .............. i =1993 , i的余数为 1
当前股票 603559 股票名字 中通国脉 评级为: C+ .............. i =1994 , i的余数为 0
当前股票 600358 股票名字 国旅联合 评级为: B  .............. i =1995 , i的余数为 1
当前股票 002116 股票名字 中国海诚 评级为: A- .............. i =1996 , i的余数为 0
当前股票 600723 股票名字 首商股份 评级为: A- .............. i =1997 , i的余数为 1
当前股票 002685 股票名字 华东重机 评级为: D- .............. i =1998 , i的余数为 0
当前股票 002556 股票名字 辉隆股份 评级为: B  .............. i =1999 , i的余数为 1
当前股票 603797 股票名字 联泰环保 评级为: B+ .............. i =2000 , i的余数为 0
当前股票 002583 股票名字 海能达 评级为: B+ .............. i =2001 , i的余数为 1
当前股票 002277 股票名字 友阿股份 评级为: B  .............. i =2002 , i的余数为 0
当前股票 000665 股票名字 湖北广电 评级为: A  .............. i =2003 , i的余数为 1
当前股票 603027 股票名字 千禾味业 评级为: B+ .............. i =2004 , i的余数为 0
当前股票 603038 股票名字 华立股份 评级为: A  .............. i =2005 , i的余数为 1
当前股票 600343 股票名字 航天动力 评级为: C  .............. i =2006 , i的余数为 0
当前股票 600895 股票名字 张江高科 评级为: B  .............. i =2007 , i的余数为 1
当前股票 600215 股票名字 长春经开 评级为: C+ .............. i =2008 , i的余数为 0
当前股票 002388 股票名字 新亚制程 评级为: B- .............. i =2009 , i的余数为 1
当前股票 002302 股票名字 西部建设 评级为: C  .............. i =2010 , i的余数为 0
当前股票 600169 股票名字 太原重工 评级为: D- .............. i =2011 , i的余数为 1
当前股票 000400 股票名字 许继电气 评级为: B+ .............. i =2012 , i的余数为 0
当前股票 002649 股票名字 博彦科技 评级为: A- .............. i =2013 , i的余数为 1
当前股票 000563 股票名字 陕国投Ａ 评级为: B- .............. i =2014 , i的余数为 0
当前股票 603660 股票名字 苏州科达 评级为: A  .............. i =2015 , i的余数为 1
当前股票 300318 股票名字 博晖创新 评级为: C  .............. i =2016 , i的余数为 0
当前股票 600630 股票名字 龙头股份 评级为: C+ .............. i =2017 , i的余数为 1
当前股票 002172 股票名字 澳洋科技 评级为: B- .............. i =2018 , i的余数为 0
当前股票 601985 股票名字 中国核电 评级为: B+ .............. i =2019 , i的余数为 1
当前股票 300485 股票名字 赛升药业 评级为: A  .............. i =2020 , i的余数为 0
当前股票 002375 股票名字 亚厦股份 评级为: D- .............. i =2021 , i的余数为 1
当前股票 000887 股票名字 中鼎股份 评级为: A  .............. i =2022 , i的余数为 0
当前股票 603313 股票名字 梦百合 评级为: B+ .............. i =2023 , i的余数为 1
当前股票 600769 股票名字 祥龙电业 评级为: B- .............. i =2024 , i的余数为 0
当前股票 600616 股票名字 金枫酒业 评级为: B- .............. i =2025 , i的余数为 1
当前股票 300486 股票名字 东杰智能 评级为: C+ .............. i =2026 , i的余数为 0
当前股票 600617 股票名字 国新能源 评级为: C+ .............. i =2027 , i的余数为 1
当前股票 002035 股票名字 华帝股份 评级为: A+ .............. i =2028 , i的余数为 0
当前股票 600233 股票名字 圆通速递 评级为: B  .............. i =2029 , i的余数为 1
当前股票 002055 股票名字 得润电子 评级为: B+ .............. i =2030 , i的余数为 0
当前股票 601001 股票名字 大同煤业 评级为: B+ .............. i =2031 , i的余数为 1
当前股票 601717 股票名字 郑煤机 评级为: A- .............. i =2032 , i的余数为 0
当前股票 000551 股票名字 创元科技 评级为: B- .............. i =2033 , i的余数为 1
当前股票 600091 股票名字 ST明科 评级为: B  .............. i =2034 , i的余数为 0
当前股票 603968 股票名字 醋化股份 评级为: A- .............. i =2035 , i的余数为 1
当前股票 000831 股票名字 五矿稀土 评级为: B+ .............. i =2036 , i的余数为 0
当前股票 300460 股票名字 惠伦晶体 评级为: B- .............. i =2037 , i的余数为 1
当前股票 600093 股票名字 易见股份 评级为: B  .............. i =2038 , i的余数为 0
当前股票 600582 股票名字 天地科技 评级为: A  .............. i =2039 , i的余数为 1
当前股票 000758 股票名字 中色股份 评级为: B  .............. i =2040 , i的余数为 0
当前股票 002776 股票名字 柏堡龙 评级为: B+ .............. i =2041 , i的余数为 1
当前股票 000548 股票名字 湖南投资 评级为: B+ .............. i =2042 , i的余数为 0
当前股票 603801 股票名字 志邦股份 评级为: A+ .............. i =2043 , i的余数为 1
当前股票 600750 股票名字 江中药业 评级为: A  .............. i =2044 , i的余数为 0
当前股票 600475 股票名字 华光股份 评级为: B- .............. i =2045 , i的余数为 1
当前股票 000591 股票名字 太阳能 评级为: D  .............. i =2046 , i的余数为 0
当前股票 002108 股票名字 沧州明珠 评级为: B- .............. i =2047 , i的余数为 1
当前股票 000807 股票名字 云铝股份 评级为: B+ .............. i =2048 , i的余数为 0
当前股票 002105 股票名字 信隆健康 评级为: B  .............. i =2049 , i的余数为 1
当前股票 000776 股票名字 广发证券 评级为: A- .............. i =2050 , i的余数为 0
当前股票 000518 股票名字 四环生物 评级为: B- .............. i =2051 , i的余数为 1
当前股票 300191 股票名字 潜能恒信 评级为: C- .............. i =2052 , i的余数为 0
当前股票 000547 股票名字 航天发展 评级为: B  .............. i =2053 , i的余数为 1
当前股票 600369 股票名字 西南证券 评级为: B- .............. i =2054 , i的余数为 0
当前股票 000966 股票名字 长源电力 评级为: D+ .............. i =2055 , i的余数为 1
当前股票 000919 股票名字 金陵药业 评级为: B- .............. i =2056 , i的余数为 0
当前股票 002636 股票名字 金安国纪 评级为: A- .............. i =2057 , i的余数为 1
当前股票 002574 股票名字 明牌珠宝 评级为: B  .............. i =2058 , i的余数为 0
当前股票 000708 股票名字 大冶特钢 评级为: A- .............. i =2059 , i的余数为 1
当前股票 002716 股票名字 金贵银业 评级为: A  .............. i =2060 , i的余数为 0
当前股票 002300 股票名字 太阳电缆 评级为: A- .............. i =2061 , i的余数为 1
当前股票 000650 股票名字 仁和药业 评级为: B  .............. i =2062 , i的余数为 0
当前股票 002673 股票名字 西部证券 评级为: B- .............. i =2063 , i的余数为 1
当前股票 300154 股票名字 瑞凌股份 评级为: B+ .............. i =2064 , i的余数为 0
当前股票 600337 股票名字 美克家居 评级为: A  .............. i =2065 , i的余数为 1
当前股票 002230 股票名字 科大讯飞 评级为: B+ .............. i =2066 , i的余数为 0
当前股票 600266 股票名字 北京城建 评级为: A  .............. i =2067 , i的余数为 1
当前股票 600193 股票名字 创兴资源 评级为: D  .............. i =2068 , i的余数为 0
当前股票 000983 股票名字 西山煤电 评级为: B+ .............. i =2069 , i的余数为 1
当前股票 000859 股票名字 国风塑业 评级为: C  .............. i =2070 , i的余数为 0
当前股票 300220 股票名字 金运激光 评级为: D+ .............. i =2071 , i的余数为 1
当前股票 600604 股票名字 市北高新 评级为: B- .............. i =2072 , i的余数为 0
当前股票 300370 股票名字 安控科技 评级为: B  .............. i =2073 , i的余数为 1
当前股票 600067 股票名字 冠城大通 评级为: B  .............. i =2074 , i的余数为 0
当前股票 002813 股票名字 路畅科技 评级为: B- .............. i =2075 , i的余数为 1
当前股票 002570 股票名字 贝因美 评级为: D+ .............. i =2076 , i的余数为 0
当前股票 603366 股票名字 日出东方 评级为: B- .............. i =2077 , i的余数为 1
当前股票 002826 股票名字 易明医药 评级为: B+ .............. i =2078 , i的余数为 0
当前股票 000680 股票名字 山推股份 评级为: B  .............. i =2079 , i的余数为 1
当前股票 601777 股票名字 力帆股份 评级为: B- .............. i =2080 , i的余数为 0
当前股票 600704 股票名字 物产中大 评级为: D- .............. i =2081 , i的余数为 1
当前股票 300263 股票名字 隆华节能 评级为: B- .............. i =2082 , i的余数为 0
当前股票 000898 股票名字 鞍钢股份 评级为: A  .............. i =2083 , i的余数为 1
当前股票 601019 股票名字 山东出版 评级为: A- .............. i =2084 , i的余数为 0
当前股票 002467 股票名字 二六三 评级为: C  .............. i =2085 , i的余数为 1
当前股票 603926 股票名字 铁流股份 评级为: B+ .............. i =2086 , i的余数为 0
当前股票 002287 股票名字 奇正藏药 评级为: B+ .............. i =2087 , i的余数为 1
当前股票 300416 股票名字 苏试试验 评级为: A  .............. i =2088 , i的余数为 0
当前股票 600649 股票名字 城投控股 评级为: B  .............. i =2089 , i的余数为 1
当前股票 600654 股票名字 *ST中安 评级为: D  .............. i =2090 , i的余数为 0
当前股票 002341 股票名字 新纶科技 评级为: A  .............. i =2091 , i的余数为 1
当前股票 000875 股票名字 吉电股份 评级为: C- .............. i =2092 , i的余数为 0
当前股票 000585 股票名字 *ST东电 评级为: D+ .............. i =2093 , i的余数为 1
当前股票 000498 股票名字 山东路桥 评级为: A  .............. i =2094 , i的余数为 0
当前股票 000531 股票名字 穗恒运Ａ 评级为: B  .............. i =2095 , i的余数为 1
当前股票 601877 股票名字 正泰电器 评级为: A+ .............. i =2096 , i的余数为 0
当前股票 600790 股票名字 轻纺城 评级为: B+ .............. i =2097 , i的余数为 1
当前股票 603385 股票名字 惠达卫浴 评级为: A  .............. i =2098 , i的余数为 0
当前股票 000552 股票名字 靖远煤电 评级为: B  .............. i =2099 , i的余数为 1
当前股票 603707 股票名字 健友股份 评级为: A  .............. i =2100 , i的余数为 0
当前股票 600708 股票名字 光明地产 评级为: A+ .............. i =2101 , i的余数为 1
当前股票 000592 股票名字 平潭发展 评级为: C+ .............. i =2102 , i的余数为 0
当前股票 300438 股票名字 鹏辉能源 评级为: A  .............. i =2103 , i的余数为 1
当前股票 300302 股票名字 同有科技 评级为: B- .............. i =2104 , i的余数为 0
当前股票 300066 股票名字 三川智慧 评级为: C+ .............. i =2105 , i的余数为 1
当前股票 000557 股票名字 西部创业 评级为: B  .............. i =2106 , i的余数为 0
当前股票 601828 股票名字 美凯龙 评级为: A  .............. i =2107 , i的余数为 1
当前股票 603003 股票名字 龙宇燃油 评级为: B- .............. i =2108 , i的余数为 0
当前股票 300258 股票名字 精锻科技 评级为: B+ .............. i =2109 , i的余数为 1
当前股票 603060 股票名字 国检集团 评级为: A  .............. i =2110 , i的余数为 0
当前股票 600291 股票名字 西水股份 评级为: B- .............. i =2111 , i的余数为 1
当前股票 002107 股票名字 沃华医药 评级为: B  .............. i =2112 , i的余数为 0
当前股票 603339 股票名字 四方冷链 评级为: A  .............. i =2113 , i的余数为 1
当前股票 000702 股票名字 正虹科技 评级为: B- .............. i =2114 , i的余数为 0
当前股票 000926 股票名字 福星股份 评级为: B+ .............. i =2115 , i的余数为 1
当前股票 002657 股票名字 中科金财 评级为: C- .............. i =2116 , i的余数为 0
当前股票 300213 股票名字 佳讯飞鸿 评级为: B  .............. i =2117 , i的余数为 1
当前股票 000729 股票名字 燕京啤酒 评级为: B  .............. i =2118 , i的余数为 0
当前股票 002146 股票名字 荣盛发展 评级为: A+ .............. i =2119 , i的余数为 1
当前股票 603567 股票名字 珍宝岛 评级为: B  .............. i =2120 , i的余数为 0
当前股票 600676 股票名字 交运股份 评级为: B  .............. i =2121 , i的余数为 1
当前股票 600455 股票名字 博通股份 评级为: B  .............. i =2122 , i的余数为 0
当前股票 002406 股票名字 远东传动 评级为: A  .............. i =2123 , i的余数为 1
当前股票 600835 股票名字 上海机电 评级为: A  .............. i =2124 , i的余数为 0
当前股票 000603 股票名字 盛达矿业 评级为: B  .............. i =2125 , i的余数为 1
当前股票 600725 股票名字 ST云维 评级为: B+ .............. i =2126 , i的余数为 0
当前股票 600643 股票名字 爱建集团 评级为: A  .............. i =2127 , i的余数为 1
当前股票 002356 股票名字 赫美集团 评级为: C+ .............. i =2128 , i的余数为 0
当前股票 002772 股票名字 众兴菌业 评级为: A  .............. i =2129 , i的余数为 1
当前股票 000881 股票名字 中广核技 评级为: B+ .............. i =2130 , i的余数为 0
当前股票 603015 股票名字 弘讯科技 评级为: B- .............. i =2131 , i的余数为 1
当前股票 000719 股票名字 中原传媒 评级为: B  .............. i =2132 , i的余数为 0
当前股票 600155 股票名字 宝硕股份 评级为: C+ .............. i =2133 , i的余数为 1
当前股票 002383 股票名字 合众思壮 评级为: B+ .............. i =2134 , i的余数为 0
当前股票 002182 股票名字 云海金属 评级为: B  .............. i =2135 , i的余数为 1
当前股票 002069 股票名字 獐子岛 评级为: B+ .............. i =2136 , i的余数为 0
当前股票 002791 股票名字 坚朗五金 评级为: B+ .............. i =2137 , i的余数为 1
当前股票 000762 股票名字 西藏矿业 评级为: B- .............. i =2138 , i的余数为 0
当前股票 300415 股票名字 伊之密 评级为: A+ .............. i =2139 , i的余数为 1
当前股票 601200 股票名字 上海环境 评级为: A  .............. i =2140 , i的余数为 0
当前股票 002672 股票名字 东江环保 评级为: A- .............. i =2141 , i的余数为 1
当前股票 601168 股票名字 西部矿业 评级为: B  .............. i =2142 , i的余数为 0
当前股票 300011 股票名字 鼎汉技术 评级为: B- .............. i =2143 , i的余数为 1
当前股票 000882 股票名字 华联股份 评级为: C- .............. i =2144 , i的余数为 0
当前股票 000036 股票名字 华联控股 评级为: A  .............. i =2145 , i的余数为 1
当前股票 002859 股票名字 洁美科技 评级为: A  .............. i =2146 , i的余数为 0
当前股票 603387 股票名字 基蛋生物 评级为: A  .............. i =2147 , i的余数为 1
当前股票 601595 股票名字 上海电影 评级为: D- .............. i =2148 , i的余数为 0
当前股票 601010 股票名字 文峰股份 评级为: B- .............. i =2149 , i的余数为 1
当前股票 603988 股票名字 中电电机 评级为: B+ .............. i =2150 , i的余数为 0
当前股票 000777 股票名字 中核科技 评级为: B- .............. i =2151 , i的余数为 1
当前股票 002056 股票名字 横店东磁 评级为: A  .............. i =2152 , i的余数为 0
当前股票 000567 股票名字 海德股份 评级为: B  .............. i =2153 , i的余数为 1
当前股票 002539 股票名字 云图控股 评级为: B  .............. i =2154 , i的余数为 0
当前股票 601186 股票名字 中国铁建 评级为: A  .............. i =2155 , i的余数为 1
当前股票 300113 股票名字 顺网科技 评级为: B  .............. i =2156 , i的余数为 0
当前股票 000561 股票名字 烽火电子 评级为: B  .............. i =2157 , i的余数为 1
当前股票 000815 股票名字 美利云 评级为: A- .............. i =2158 , i的余数为 0
当前股票 600127 股票名字 金健米业 评级为: C  .............. i =2159 , i的余数为 1
当前股票 603999 股票名字 读者传媒 评级为: B+ .............. i =2160 , i的余数为 0
当前股票 300339 股票名字 润和软件 评级为: B+ .............. i =2161 , i的余数为 1
当前股票 603558 股票名字 健盛集团 评级为: B  .............. i =2162 , i的余数为 0
当前股票 600597 股票名字 光明乳业 评级为: A- .............. i =2163 , i的余数为 1
当前股票 002169 股票名字 智光电气 评级为: B- .............. i =2164 , i的余数为 0
当前股票 002228 股票名字 合兴包装 评级为: B  .............. i =2165 , i的余数为 1
当前股票 002034 股票名字 旺能环境 评级为: C+ .............. i =2166 , i的余数为 0
当前股票 000739 股票名字 普洛药业 评级为: B  .............. i =2167 , i的余数为 1
当前股票 601375 股票名字 中原证券 评级为: B- .............. i =2168 , i的余数为 0
当前股票 002737 股票名字 葵花药业 评级为: A+ .............. i =2169 , i的余数为 1
当前股票 600287 股票名字 江苏舜天 评级为: B- .............. i =2170 , i的余数为 0
当前股票 600615 股票名字 丰华股份 评级为: B  .............. i =2171 , i的余数为 1
当前股票 000899 股票名字 赣能股份 评级为: C  .............. i =2172 , i的余数为 0
当前股票 000681 股票名字 视觉中国 评级为: D  .............. i =2173 , i的余数为 1
当前股票 002790 股票名字 瑞尔特 评级为: A- .............. i =2174 , i的余数为 0
当前股票 002057 股票名字 中钢天源 评级为: B- .............. i =2175 , i的余数为 1
当前股票 002037 股票名字 久联发展 评级为: A- .............. i =2176 , i的余数为 0
当前股票 600800 股票名字 天津磁卡 评级为: D  .............. i =2177 , i的余数为 1
当前股票 300219 股票名字 鸿利智汇 评级为: A  .............. i =2178 , i的余数为 0
当前股票 002867 股票名字 周大生 评级为: A  .............. i =2179 , i的余数为 1
当前股票 603536 股票名字 惠发股份 评级为: B- .............. i =2180 , i的余数为 0
当前股票 000709 股票名字 河钢股份 评级为: B  .............. i =2181 , i的余数为 1
当前股票 000657 股票名字 中钨高新 评级为: A  .............. i =2182 , i的余数为 0
当前股票 000698 股票名字 沈阳化工 评级为: B+ .............. i =2183 , i的余数为 1
当前股票 000061 股票名字 农产品 评级为: B- .............. i =2184 , i的余数为 0
当前股票 600192 股票名字 长城电工 评级为: C  .............. i =2185 , i的余数为 1
当前股票 601518 股票名字 吉林高速 评级为: B+ .............. i =2186 , i的余数为 0
当前股票 600179 股票名字 安通控股 评级为: A  .............. i =2187 , i的余数为 1
当前股票 601015 股票名字 陕西黑猫 评级为: B  .............. i =2188 , i的余数为 0
当前股票 002628 股票名字 成都路桥 评级为: B- .............. i =2189 , i的余数为 1
当前股票 002449 股票名字 国星光电 评级为: A+ .............. i =2190 , i的余数为 0
当前股票 600565 股票名字 迪马股份 评级为: B  .............. i =2191 , i的余数为 1
当前股票 603042 股票名字 华脉科技 评级为: B  .............. i =2192 , i的余数为 0
当前股票 603533 股票名字 掌阅科技 评级为: A- .............. i =2193 , i的余数为 1
当前股票 600282 股票名字 南钢股份 评级为: A+ .............. i =2194 , i的余数为 0
